Sigla UF,UF,Admissões,Desligamentos,Saldo,Bolsa Familia,Ano,CadUnico,Faixa Etária,Categoria,Grau de Instrução,Raça/Cor,Setor Econômico,Sexo,Situação de Pobreza
SE,Sergipe,5809,5986,-177,,2022,,,,Até 5º incompleto,,,,
TO,Tocantins,2232,2492,-260,,2022,,,,Até 5º incompleto,,,,
Não informado,Não informado,10311,11516,-1205,,2022,,,,Até 5º incompleto,,,,
AC,Acre,10,14,-4,,2022,,,,Doutorado,,,,
AL,Alagoas,54,92,-38,,2022,,,,Doutorado,,,,
AP,Amapá,11,14,-3,,2022,,,,Doutorado,,,,
AM,Amazonas,132,144,-12,,2022,,,,Doutorado,,,,
BA,Bahia,455,444,11,,2022,,,,Doutorado,,,,
CE,Ceará,440,440,0,,2022,,,,Doutorado,,,,
DF,Distrito Federal,664,507,157,,2022,,,,Doutorado,,,,
ES,Espírito Santo,208,179,29,,2022,,,,Doutorado,,,,
GO,Goiás,318,367,-49,,2022,,,,Doutorado,,,,
MA,Maranhão,113,92,21,,2022,,,,Doutorado,,,,
MT,Mato Grosso,137,140,-3,,2022,,,,Doutorado,,,,
MS,Mato Grosso do Sul,92,104,-12,,2022,,,,Doutorado,,,,
MG,Minas Gerais,1912,1977,-65,,2022,,,,Doutorado,,,,
PA,Pará,185,169,16,,2022,,,,Doutorado,,,,
PB,Paraíba,185,236,-51,,2022,,,,Doutorado,,,,
PR,Paraná,976,1110,-134,,2022,,,,Doutorado,,,,
PE,Pernambuco,395,409,-14,,2022,,,,Doutorado,,,,
PI,Piauí,72,64,8,,2022,,,,Doutorado,,,,
RJ,Rio de Janeiro,1602,1394,208,,2022,,,,Doutorado,,,,
RN,Rio Grande do Norte,100,107,-7,,2022,,,,Doutorado,,,,
RS,Rio Grande do Sul,876,1080,-204,,2022,,,,Doutorado,,,,
RO,Rondônia,64,76,-12,,2022,,,,Doutorado,,,,
RR,Roraima,13,28,-15,,2022,,,,Doutorado,,,,
SC,Santa Catarina,613,628,-15,,2022,,,,Doutorado,,,,
SP,São Paulo,6904,6049,855,,2022,,,,Doutorado,,,,
SE,Sergipe,63,72,-9,,2022,,,,Doutorado,,,,
TO,Tocantins,56,47,9,,2022,,,,Doutorado,,,,
Não informado,Não informado,4,3,1,,2022,,,,Doutorado,,,,
AC,Acre,1909,1756,153,,2022,,,,Fundamental completo,,,,
AL,Alagoas,11789,11469,320,,2022,,,,Fundamental completo,,,,
AP,Amapá,2384,2343,41,,2022,,,,Fundamental completo,,,,
AM,Amazonas,9454,8861,593,,2022,,,,Fundamental completo,,,,
BA,Bahia,42326,39858,2468,,2022,,,,Fundamental completo,,,,
CE,Ceará,37671,36500,1171,,2022,,,,Fundamental completo,,,,
DF,Distrito Federal,21514,21879,-365,,2022,,,,Fundamental completo,,,,
ES,Espírito Santo,38169,35900,2269,,2022,,,,Fundamental completo,,,,
GO,Goiás,62232,59633,2599,,2022,,,,Fundamental completo,,,,
MA,Maranhão,17454,16323,1131,,2022,,,,Fundamental completo,,,,
MT,Mato Grosso,39378,38144,1234,,2022,,,,Fundamental completo,,,,
MS,Mato Grosso do Sul,28765,25809,2956,,2022,,,,Fundamental completo,,,,
MG,Minas Gerais,188422,186376,2046,,2022,,,,Fundamental completo,,,,
PA,Pará,39014,38952,62,,2022,,,,Fundamental completo,,,,
PB,Paraíba,10953,10088,865,,2022,,,,Fundamental completo,,,,
PR,Paraná,128570,126714,1856,,2022,,,,Fundamental completo,,,,
PE,Pernambuco,30717,28741,1976,,2022,,,,Fundamental completo,,,,
PI,Piauí,11736,11348,388,,2022,,,,Fundamental completo,,,,
RJ,Rio de Janeiro,103910,100293,3617,,2022,,,,Fundamental completo,,,,
RN,Rio Grande do Norte,12732,11667,1065,,2022,,,,Fundamental completo,,,,
RS,Rio Grande do Sul,138786,134813,3973,,2022,,,,Fundamental completo,,,,
RO,Rondônia,7110,6732,378,,2022,,,,Fundamental completo,,,,
RR,Roraima,2619,2477,142,,2022,,,,Fundamental completo,,,,
SC,Santa Catarina,140263,136283,3980,,2022,,,,Fundamental completo,,,,
SP,São Paulo,461236,445415,15821,,2022,,,,Fundamental completo,,,,
SE,Sergipe,6678,6186,492,,2022,,,,Fundamental completo,,,,
TO,Tocantins,5841,5794,47,,2022,,,,Fundamental completo,,,,
Não informado,Não informado,17527,18304,-777,,2022,,,,Fundamental completo,,,,
AC,Acre,37974,30806,7168,,2022,,,,Médio completo,,,,
AL,Alagoas,108599,91607,16992,,2022,,,,Médio completo,,,,
AP,Amapá,30995,25901,5094,,2022,,,,Médio completo,,,,
AM,Amazonas,185621,157266,28355,,2022,,,,Médio completo,,,,
BA,Bahia,617657,513646,104011,,2022,,,,Médio completo,,,,
CE,Ceará,358343,306526,51817,,2022,,,,Médio completo,,,,
DF,Distrito Federal,248110,216176,31934,,2022,,,,Médio completo,,,,
ES,Espírito Santo,293490,259588,33902,,2022,,,,Médio completo,,,,
GO,Goiás,569911,500320,69591,,2022,,,,Médio completo,,,,
MA,Maranhão,181271,149377,31894,,2022,,,,Médio completo,,,,
MT,Mato Grosso,368907,325350,43557,,2022,,,,Médio completo,,,,
MS,Mato Grosso do Sul,223663,194442,29221,,2022,,,,Médio completo,,,,
MG,Minas Gerais,1515919,1364573,151346,,2022,,,,Médio completo,,,,
PA,Pará,271750,243110,28640,,2022,,,,Médio completo,,,,
PB,Paraíba,123206,104396,18810,,2022,,,,Médio completo,,,,
PR,Paraná,1091662,994334,97328,,2022,,,,Médio completo,,,,
PE,Pernambuco,378205,321447,56758,,2022,,,,Médio completo,,,,
PI,Piauí,80508,69353,11155,,2022,,,,Médio completo,,,,
RJ,Rio de Janeiro,995258,845654,149604,,2022,,,,Médio completo,,,,
RN,Rio Grande do Norte,129431,113356,16075,,2022,,,,Médio completo,,,,
RS,Rio Grande do Sul,762586,695166,67420,,2022,,,,Médio completo,,,,
RO,Rondônia,104778,92253,12525,,2022,,,,Médio completo,,,,
RR,Roraima,35297,28896,6401,,2022,,,,Médio completo,,,,
SC,Santa Catarina,872583,808641,63942,,2022,,,,Médio completo,,,,
SP,São Paulo,4575964,4126858,449106,,2022,,,,Médio completo,,,,
SE,Sergipe,73887,63343,10544,,2022,,,,Médio completo,,,,
TO,Tocantins,84558,71468,13090,,2022,,,,Médio completo,,,,
Não informado,Não informado,56820,53733,3087,,2022,,,,Médio completo,,,,
AC,Acre,1963,1916,47,,2022,,,,Médio incompleto,,,,
AL,Alagoas,9344,8658,686,,2022,,,,Médio incompleto,,,,
AP,Amapá,2498,2354,144,,2022,,,,Médio incompleto,,,,
AM,Amazonas,10480,9521,959,,2022,,,,Médio incompleto,,,,
BA,Bahia,59138,52689,6449,,2022,,,,Médio incompleto,,,,
CE,Ceará,26432,24573,1859,,2022,,,,Médio incompleto,,,,
DF,Distrito Federal,24715,22935,1780,,2022,,,,Médio incompleto,,,,
ES,Espírito Santo,43247,39450,3797,,2022,,,,Médio incompleto,,,,
GO,Goiás,77007,68103,8904,,2022,,,,Médio incompleto,,,,
MA,Maranhão,10216,9475,741,,2022,,,,Médio incompleto,,,,
MT,Mato Grosso,69818,63335,6483,,2022,,,,Médio incompleto,,,,
MS,Mato Grosso do Sul,34677,30817,3860,,2022,,,,Médio incompleto,,,,
MG,Minas Gerais,218840,205948,12892,,2022,,,,Médio incompleto,,,,
PA,Pará,29370,27499,1871,,2022,,,,Médio incompleto,,,,
PB,Paraíba,10721,9703,1018,,2022,,,,Médio incompleto,,,,
PR,Paraná,145256,135207,10049,,2022,,,,Médio incompleto,,,,
PE,Pernambuco,28235,26203,2032,,2022,,,,Médio incompleto,,,,
PI,Piauí,8744,8732,12,,2022,,,,Médio incompleto,,,,
RJ,Rio de Janeiro,93953,85833,8120,,2022,,,,Médio incompleto,,,,
RN,Rio Grande do Norte,13866,12923,943,,2022,,,,Médio incompleto,,,,
RS,Rio Grande do Sul,159117,143462,15655,,2022,,,,Médio incompleto,,,,
RO,Rondônia,15698,14353,1345,,2022,,,,Médio incompleto,,,,
RR,Roraima,2614,2255,359,,2022,,,,Médio incompleto,,,,
SC,Santa Catarina,146585,134845,11740,,2022,,,,Médio incompleto,,,,
SP,São Paulo,406670,367331,39339,,2022,,,,Médio incompleto,,,,
SE,Sergipe,8221,7160,1061,,2022,,,,Médio incompleto,,,,
TO,Tocantins,8612,7887,725,,2022,,,,Médio incompleto,,,,
Não informado,Não informado,12010,12136,-126,,2022,,,,Médio incompleto,,,,
AC,Acre,39,62,-23,,2022,,,,Mestrado,,,,
AL,Alagoas,304,299,5,,2022,,,,Mestrado,,,,
AP,Amapá,67,71,-4,,2022,,,,Mestrado,,,,
AM,Amazonas,567,440,127,,2022,,,,Mestrado,,,,
BA,Bahia,1515,1321,194,,2022,,,,Mestrado,,,,
CE,Ceará,1477,1278,199,,2022,,,,Mestrado,,,,
DF,Distrito Federal,1660,1423,237,,2022,,,,Mestrado,,,,
ES,Espírito Santo,800,723,77,,2022,,,,Mestrado,,,,
GO,Goiás,1075,1062,13,,2022,,,,Mestrado,,,,
MA,Maranhão,414,337,77,,2022,,,,Mestrado,,,,
MT,Mato Grosso,475,491,-16,,2022,,,,Mestrado,,,,
MS,Mato Grosso do Sul,366,338,28,,2022,,,,Mestrado,,,,
MG,Minas Gerais,5873,5809,64,,2022,,,,Mestrado,,,,
PA,Pará,737,605,132,,2022,,,,Mestrado,,,,
PB,Paraíba,539,534,5,,2022,,,,Mestrado,,,,
PR,Paraná,3108,3393,-285,,2022,,,,Mestrado,,,,
PE,Pernambuco,1498,1427,71,,2022,,,,Mestrado,,,,
PI,Piauí,251,284,-33,,2022,,,,Mestrado,,,,
RJ,Rio de Janeiro,3612,3313,299,,2022,,,,Mestrado,,,,
RN,Rio Grande do Norte,420,364,56,,2022,,,,Mestrado,,,,
RS,Rio Grande do Sul,2731,2628,103,,2022,,,,Mestrado,,,,
RO,Rondônia,252,203,49,,2022,,,,Mestrado,,,,
RR,Roraima,87,59,28,,2022,,,,Mestrado,,,,
SC,Santa Catarina,2010,1869,141,,2022,,,,Mestrado,,,,
SP,São Paulo,16196,14027,2169,,2022,,,,Mestrado,,,,
SE,Sergipe,274,279,-5,,2022,,,,Mestrado,,,,
TO,Tocantins,121,140,-19,,2022,,,,Mestrado,,,,
Não informado,Não informado,16,19,-3,,2022,,,,Mestrado,,,,
AC,Acre,371,384,-13,,2023,,,,5º completo fundamental,,,,
AL,Alagoas,5279,4463,816,,2023,,,,5º completo fundamental,,,,
AP,Amapá,311,287,24,,2023,,,,5º completo fundamental,,,,
AM,Amazonas,1363,1359,4,,2023,,,,5º completo fundamental,,,,
BA,Bahia,11207,12254,-1047,,2023,,,,5º completo fundamental,,,,
CE,Ceará,5125,5571,-446,,2023,,,,5º completo fundamental,,,,
DF,Distrito Federal,3149,3319,-170,,2023,,,,5º completo fundamental,,,,
ES,Espírito Santo,7941,8078,-137,,2023,,,,5º completo fundamental,,,,
GO,Goiás,14241,14400,-159,,2023,,,,5º completo fundamental,,,,
MA,Maranhão,2864,3322,-458,,2023,,,,5º completo fundamental,,,,
MT,Mato Grosso,9965,9983,-18,,2023,,,,5º completo fundamental,,,,
MS,Mato Grosso do Sul,6711,6628,83,,2023,,,,5º completo fundamental,,,,
MG,Minas Gerais,48770,52301,-3531,,2023,,,,5º completo fundamental,,,,
PA,Pará,6878,6658,220,,2023,,,,5º completo fundamental,,,,
PB,Paraíba,3721,4011,-290,,2023,,,,5º completo fundamental,,,,
PR,Paraná,20183,21854,-1671,,2023,,,,5º completo fundamental,,,,
PE,Pernambuco,9836,9995,-159,,2023,,,,5º completo fundamental,,,,
PI,Piauí,2429,2325,104,,2023,,,,5º completo fundamental,,,,
RJ,Rio de Janeiro,14844,16031,-1187,,2023,,,,5º completo fundamental,,,,
RN,Rio Grande do Norte,3497,3856,-359,,2023,,,,5º completo fundamental,,,,
RS,Rio Grande do Sul,22171,23197,-1026,,2023,,,,5º completo fundamental,,,,
RO,Rondônia,1593,1710,-117,,2023,,,,5º completo fundamental,,,,
RR,Roraima,352,366,-14,,2023,,,,5º completo fundamental,,,,
SC,Santa Catarina,19499,21048,-1549,,2023,,,,5º completo fundamental,,,,
SP,São Paulo,82849,86929,-4080,,2023,,,,5º completo fundamental,,,,
SE,Sergipe,2142,2124,18,,2023,,,,5º completo fundamental,,,,
TO,Tocantins,1329,1359,-30,,2023,,,,5º completo fundamental,,,,
Não informado,Não informado,7368,8129,-761,,2023,,,,5º completo fundamental,,,,
AL,Alagoas,1,0,1,,2023,,,,Pós-graduação completa,,,,
AP,Amapá,0,1,-1,,2023,,,,Pós-graduação completa,,,,
AM,Amazonas,0,1,-1,,2023,,,,Pós-graduação completa,,,,
CE,Ceará,2,5,-3,,2023,,,,Pós-graduação completa,,,,
DF,Distrito Federal,1,1,0,,2023,,,,Pós-graduação completa,,,,
ES,Espírito Santo,0,1,-1,,2023,,,,Pós-graduação completa,,,,
GO,Goiás,2,6,-4,,2023,,,,Pós-graduação completa,,,,
MA,Maranhão,1,2,-1,,2023,,,,Pós-graduação completa,,,,
MT,Mato Grosso,1,3,-2,,2023,,,,Pós-graduação completa,,,,
MS,Mato Grosso do Sul,0,2,-2,,2023,,,,Pós-graduação completa,,,,
MG,Minas Gerais,4,13,-9,,2023,,,,Pós-graduação completa,,,,
PA,Pará,1,2,-1,,2023,,,,Pós-graduação completa,,,,
PB,Paraíba,0,1,-1,,2023,,,,Pós-graduação completa,,,,
PR,Paraná,3,10,-7,,2023,,,,Pós-graduação completa,,,,
PE,Pernambuco,1,5,-4,,2023,,,,Pós-graduação completa,,,,
RJ,Rio de Janeiro,1,7,-6,,2023,,,,Pós-graduação completa,,,,
RN,Rio Grande do Norte,0,1,-1,,2023,,,,Pós-graduação completa,,,,
RS,Rio Grande do Sul,5,5,0,,2023,,,,Pós-graduação completa,,,,
RR,Roraima,1,2,-1,,2023,,,,Pós-graduação completa,,,,
SC,Santa Catarina,4,8,-4,,2023,,,,Pós-graduação completa,,,,
SP,São Paulo,14,34,-20,,2023,,,,Pós-graduação completa,,,,
SE,Sergipe,0,1,-1,,2023,,,,Pós-graduação completa,,,,
TO,Tocantins,1,2,-1,,2023,,,,Pós-graduação completa,,,,
AC,Acre,214,227,-13,,2023,,,,Superior completo,,,,
AL,Alagoas,1180,725,455,,2023,,,,Superior completo,,,,
AP,Amapá,317,226,91,,2023,,,,Superior completo,,,,
AM,Amazonas,1886,1617,269,,2023,,,,Superior completo,,,,
BA,Bahia,4864,4276,588,,2023,,,,Superior completo,,,,
CE,Ceará,4226,3725,501,,2023,,,,Superior completo,,,,
DF,Distrito Federal,6465,5518,947,,2023,,,,Superior completo,,,,
ES,Espírito Santo,3348,3138,210,,2023,,,,Superior completo,,,,
GO,Goiás,4291,3959,332,,2023,,,,Superior completo,,,,
MA,Maranhão,1387,1139,248,,2023,,,,Superior completo,,,,
MT,Mato Grosso,2143,2096,47,,2023,,,,Superior completo,,,,
MS,Mato Grosso do Sul,1595,1333,262,,2023,,,,Superior completo,,,,
MG,Minas Gerais,17024,16154,870,,2023,,,,Superior completo,,,,
PA,Pará,2335,1778,557,,2023,,,,Superior completo,,,,
PB,Paraíba,1322,875,447,,2023,,,,Superior completo,,,,
PR,Paraná,12810,13010,-200,,2023,,,,Superior completo,,,,
PE,Pernambuco,4927,4317,610,,2023,,,,Superior completo,,,,
PI,Piauí,860,663,197,,2023,,,,Superior completo,,,,
RJ,Rio de Janeiro,13680,12654,1026,,2023,,,,Superior completo,,,,
RN,Rio Grande do Norte,1232,927,305,,2023,,,,Superior completo,,,,
RS,Rio Grande do Sul,10233,9549,684,,2023,,,,Superior completo,,,,
RO,Rondônia,821,672,149,,2023,,,,Superior completo,,,,
RR,Roraima,248,184,64,,2023,,,,Superior completo,,,,
SC,Santa Catarina,9527,9154,373,,2023,,,,Superior completo,,,,
SP,São Paulo,68302,66408,1894,,2023,,,,Superior completo,,,,
SE,Sergipe,615,485,130,,2023,,,,Superior completo,,,,
TO,Tocantins,457,385,72,,2023,,,,Superior completo,,,,
Não informado,Não informado,83,108,-25,,2023,,,,Superior completo,,,,
AC,Acre,4501,4818,-317,,2023,,,,Superior incompleto,,,,
AL,Alagoas,12819,10372,2447,,2023,,,,Superior incompleto,,,,
AP,Amapá,3858,3381,477,,2023,,,,Superior incompleto,,,,
AM,Amazonas,20461,19874,587,,2023,,,,Superior incompleto,,,,
BA,Bahia,59059,56763,2296,,2023,,,,Superior incompleto,,,,
CE,Ceará,46727,44755,1972,,2023,,,,Superior incompleto,,,,
DF,Distrito Federal,60516,53848,6668,,2023,,,,Superior incompleto,,,,
ES,Espírito Santo,34281,33970,311,,2023,,,,Superior incompleto,,,,
GO,Goiás,59450,59597,-147,,2023,,,,Superior incompleto,,,,
MA,Maranhão,18409,17641,768,,2023,,,,Superior incompleto,,,,
MT,Mato Grosso,36012,36069,-57,,2023,,,,Superior incompleto,,,,
MS,Mato Grosso do Sul,23282,22669,613,,2023,,,,Superior incompleto,,,,
MG,Minas Gerais,187167,187664,-497,,2023,,,,Superior incompleto,,,,
PA,Pará,30730,29077,1653,,2023,,,,Superior incompleto,,,,
PB,Paraíba,14579,13818,761,,2023,,,,Superior incompleto,,,,
PR,Paraná,137635,138930,-1295,,2023,,,,Superior incompleto,,,,
PE,Pernambuco,47172,46874,298,,2023,,,,Superior incompleto,,,,
PI,Piauí,12922,11500,1422,,2023,,,,Superior incompleto,,,,
RJ,Rio de Janeiro,155556,146584,8972,,2023,,,,Superior incompleto,,,,
RN,Rio Grande do Norte,15653,14633,1020,,2023,,,,Superior incompleto,,,,
RS,Rio Grande do Sul,96394,98298,-1904,,2023,,,,Superior incompleto,,,,
RO,Rondônia,10013,10106,-93,,2023,,,,Superior incompleto,,,,
RR,Roraima,3711,3324,387,,2023,,,,Superior incompleto,,,,
SC,Santa Catarina,109880,109136,744,,2023,,,,Superior incompleto,,,,
SP,São Paulo,716027,731915,-15888,,2023,,,,Superior incompleto,,,,
SE,Sergipe,8929,8646,283,,2023,,,,Superior incompleto,,,,
TO,Tocantins,7451,7437,14,,2023,,,,Superior incompleto,,,,
Não informado,Não informado,2414,2632,-218,,2023,,,,Superior incompleto,,,,
AC,Acre,1415,1427,-12,,2023,,,,Não identificado,,,,
AL,Alagoas,4831,4652,179,,2023,,,,Não identificado,,,,
AP,Amapá,1341,1305,36,,2023,,,,Não identificado,,,,
AM,Amazonas,7176,7162,14,,2023,,,,Não identificado,,,,
BA,Bahia,21864,22414,-550,,2023,,,,Não identificado,,,,
CE,Ceará,21971,20959,1012,,2023,,,,Não identificado,,,,
DF,Distrito Federal,22261,20351,1910,,2023,,,,Não identificado,,,,
ES,Espírito Santo,18154,17577,577,,2023,,,,Não identificado,,,,
GO,Goiás,30698,30179,519,,2023,,,,Não identificado,,,,
MA,Maranhão,5820,5643,177,,2023,,,,Não identificado,,,,
MT,Mato Grosso,19752,19679,73,,2023,,,,Não identificado,,,,
MS,Mato Grosso do Sul,13338,12887,451,,2023,,,,Não identificado,,,,
MG,Minas Gerais,90358,88427,1931,,2023,,,,Não identificado,,,,
PA,Pará,10390,9514,876,,2023,,,,Não identificado,,,,
PB,Paraíba,7308,7119,189,,2023,,,,Não identificado,,,,
PR,Paraná,81564,80597,967,,2023,,,,Não identificado,,,,
PE,Pernambuco,17451,16863,588,,2023,,,,Não identificado,,,,
PI,Piauí,4800,4566,234,,2023,,,,Não identificado,,,,
RJ,Rio de Janeiro,58755,55923,2832,,2023,,,,Não identificado,,,,
RN,Rio Grande do Norte,6340,5652,688,,2023,,,,Não identificado,,,,
RS,Rio Grande do Sul,81241,80954,287,,2023,,,,Não identificado,,,,
RO,Rondônia,5994,5861,133,,2023,,,,Não identificado,,,,
RR,Roraima,1314,1269,45,,2023,,,,Não identificado,,,,
SC,Santa Catarina,72589,71893,696,,2023,,,,Não identificado,,,,
SP,São Paulo,273083,270869,2214,,2023,,,,Não identificado,,,,
SE,Sergipe,3643,3831,-188,,2023,,,,Não identificado,,,,
TO,Tocantins,4320,4194,126,,2023,,,,Não identificado,,,,
Não informado,Não informado,1599,1578,21,,2023,,,,Não identificado,,,,
AC,Acre,1038,864,174,,2023,,,,6º a 9º fundamental,,,,
AL,Alagoas,10229,9417,812,,2023,,,,6º a 9º fundamental,,,,
AP,Amapá,932,1062,-130,,2023,,,,6º a 9º fundamental,,,,
AM,Amazonas,4524,4447,77,,2023,,,,6º a 9º fundamental,,,,
BA,Bahia,32985,33912,-927,,2023,,,,6º a 9º fundamental,,,,
CE,Ceará,22144,22248,-104,,2023,,,,6º a 9º fundamental,,,,
DF,Distrito Federal,11304,11435,-131,,2023,,,,6º a 9º fundamental,,,,
ES,Espírito Santo,28387,27019,1368,,2023,,,,6º a 9º fundamental,,,,
GO,Goiás,47949,48884,-935,,2023,,,,6º a 9º fundamental,,,,
MA,Maranhão,8767,8783,-16,,2023,,,,6º a 9º fundamental,,,,
MT,Mato Grosso,33485,32535,950,,2023,,,,6º a 9º fundamental,,,,
MS,Mato Grosso do Sul,25354,24989,365,,2023,,,,6º a 9º fundamental,,,,
MG,Minas Gerais,131030,131383,-353,,2023,,,,6º a 9º fundamental,,,,
PA,Pará,25627,23544,2083,,2023,,,,6º a 9º fundamental,,,,
PB,Paraíba,9519,8639,880,,2023,,,,6º a 9º fundamental,,,,
PR,Paraná,74018,74866,-848,,2023,,,,6º a 9º fundamental,,,,
PE,Pernambuco,25038,24270,768,,2023,,,,6º a 9º fundamental,,,,
PI,Piauí,7218,7042,176,,2023,,,,6º a 9º fundamental,,,,
RJ,Rio de Janeiro,51776,48658,3118,,2023,,,,6º a 9º fundamental,,,,
RN,Rio Grande do Norte,10154,9883,271,,2023,,,,6º a 9º fundamental,,,,
RS,Rio Grande do Sul,111519,112404,-885,,2023,,,,6º a 9º fundamental,,,,
RO,Rondônia,7433,7050,383,,2023,,,,6º a 9º fundamental,,,,
RR,Roraima,1659,1120,539,,2023,,,,6º a 9º fundamental,,,,
SC,Santa Catarina,72849,71699,1150,,2023,,,,6º a 9º fundamental,,,,
SP,São Paulo,202881,202535,346,,2023,,,,6º a 9º fundamental,,,,
SE,Sergipe,5214,4982,232,,2023,,,,6º a 9º fundamental,,,,
TO,Tocantins,4093,3888,205,,2023,,,,6º a 9º fundamental,,,,
Não informado,Não informado,15319,15705,-386,,2023,,,,6º a 9º fundamental,,,,
AC,Acre,220,195,25,,2023,,,,Analfabeto,,,,
AL,Alagoas,3587,3804,-217,,2023,,,,Analfabeto,,,,
AP,Amapá,96,128,-32,,2023,,,,Analfabeto,,,,
AM,Amazonas,523,419,104,,2023,,,,Analfabeto,,,,
BA,Bahia,3873,3762,111,,2023,,,,Analfabeto,,,,
CE,Ceará,2334,2099,235,,2023,,,,Analfabeto,,,,
DF,Distrito Federal,1049,863,186,,2023,,,,Analfabeto,,,,
ES,Espírito Santo,1866,1863,3,,2023,,,,Analfabeto,,,,
GO,Goiás,3883,4207,-324,,2023,,,,Analfabeto,,,,
MA,Maranhão,1329,1349,-20,,2023,,,,Analfabeto,,,,
MT,Mato Grosso,3175,3222,-47,,2023,,,,Analfabeto,,,,
MS,Mato Grosso do Sul,2353,2120,233,,2023,,,,Analfabeto,,,,
MG,Minas Gerais,11173,10786,387,,2023,,,,Analfabeto,,,,
PA,Pará,2586,2449,137,,2023,,,,Analfabeto,,,,
PB,Paraíba,1809,1965,-156,,2023,,,,Analfabeto,,,,
PR,Paraná,8194,6843,1351,,2023,,,,Analfabeto,,,,
PE,Pernambuco,4618,4832,-214,,2023,,,,Analfabeto,,,,
PI,Piauí,794,828,-34,,2023,,,,Analfabeto,,,,
RJ,Rio de Janeiro,2869,2672,197,,2023,,,,Analfabeto,,,,
RN,Rio Grande do Norte,1489,1391,98,,2023,,,,Analfabeto,,,,
RS,Rio Grande do Sul,4629,4220,409,,2023,,,,Analfabeto,,,,
RO,Rondônia,647,586,61,,2023,,,,Analfabeto,,,,
RR,Roraima,261,210,51,,2023,,,,Analfabeto,,,,
SC,Santa Catarina,10941,10593,348,,2023,,,,Analfabeto,,,,
SP,São Paulo,22194,20295,1899,,2023,,,,Analfabeto,,,,
SE,Sergipe,903,994,-91,,2023,,,,Analfabeto,,,,
TO,Tocantins,470,466,4,,2023,,,,Analfabeto,,,,
Não informado,Não informado,1741,1865,-124,,2023,,,,Analfabeto,,,,
AC,Acre,876,826,50,,2023,,,,Até 5º incompleto,,,,
AL,Alagoas,12217,12752,-535,,2023,,,,Até 5º incompleto,,,,
AP,Amapá,485,465,20,,2023,,,,Até 5º incompleto,,,,
AM,Amazonas,1922,1730,192,,2023,,,,Até 5º incompleto,,,,
BA,Bahia,19630,21405,-1775,,2023,,,,Até 5º incompleto,,,,
CE,Ceará,10516,10627,-111,,2023,,,,Até 5º incompleto,,,,
DF,Distrito Federal,4367,4793,-426,,2023,,,,Até 5º incompleto,,,,
ES,Espírito Santo,10250,10285,-35,,2023,,,,Até 5º incompleto,,,,
GO,Goiás,19565,20568,-1003,,2023,,,,Até 5º incompleto,,,,
MA,Maranhão,4854,4919,-65,,2023,,,,Até 5º incompleto,,,,
MT,Mato Grosso,15354,15183,171,,2023,,,,Até 5º incompleto,,,,
MS,Mato Grosso do Sul,9830,10109,-279,,2023,,,,Até 5º incompleto,,,,
MG,Minas Gerais,58695,61281,-2586,,2023,,,,Até 5º incompleto,,,,
PA,Pará,11384,11214,170,,2023,,,,Até 5º incompleto,,,,
PB,Paraíba,6826,7373,-547,,2023,,,,Até 5º incompleto,,,,
PR,Paraná,29096,27934,1162,,2023,,,,Até 5º incompleto,,,,
PE,Pernambuco,23572,24141,-569,,2023,,,,Até 5º incompleto,,,,
PI,Piauí,4500,4496,4,,2023,,,,Até 5º incompleto,,,,
RJ,Rio de Janeiro,19190,18964,226,,2023,,,,Até 5º incompleto,,,,
RN,Rio Grande do Norte,6304,6100,204,,2023,,,,Até 5º incompleto,,,,
RS,Rio Grande do Sul,23370,24191,-821,,2023,,,,Até 5º incompleto,,,,
RO,Rondônia,2713,2812,-99,,2023,,,,Até 5º incompleto,,,,
RR,Roraima,536,366,170,,2023,,,,Até 5º incompleto,,,,
SC,Santa Catarina,19933,20715,-782,,2023,,,,Até 5º incompleto,,,,
SP,São Paulo,94335,96015,-1680,,2023,,,,Até 5º incompleto,,,,
SE,Sergipe,5466,5206,260,,2023,,,,Até 5º incompleto,,,,
TO,Tocantins,2052,2041,11,,2023,,,,Até 5º incompleto,,,,
Não informado,Não informado,8928,9706,-778,,2023,,,,Até 5º incompleto,,,,
AC,Acre,11,12,-1,,2023,,,,Doutorado,,,,
AL,Alagoas,70,65,5,,2023,,,,Doutorado,,,,
AP,Amapá,14,5,9,,2023,,,,Doutorado,,,,
AM,Amazonas,132,123,9,,2023,,,,Doutorado,,,,
BA,Bahia,447,477,-30,,2023,,,,Doutorado,,,,
CE,Ceará,345,428,-83,,2023,,,,Doutorado,,,,
DF,Distrito Federal,628,547,81,,2023,,,,Doutorado,,,,
ES,Espírito Santo,178,195,-17,,2023,,,,Doutorado,,,,
GO,Goiás,306,370,-64,,2023,,,,Doutorado,,,,
MA,Maranhão,117,96,21,,2023,,,,Doutorado,,,,
MT,Mato Grosso,149,156,-7,,2023,,,,Doutorado,,,,
MS,Mato Grosso do Sul,97,131,-34,,2023,,,,Doutorado,,,,
MG,Minas Gerais,2035,2220,-185,,2023,,,,Doutorado,,,,
PA,Pará,168,157,11,,2023,,,,Doutorado,,,,
PB,Paraíba,182,219,-37,,2023,,,,Doutorado,,,,
PR,Paraná,920,1158,-238,,2023,,,,Doutorado,,,,
PE,Pernambuco,439,478,-39,,2023,,,,Doutorado,,,,
PI,Piauí,73,85,-12,,2023,,,,Doutorado,,,,
